12,153,448,2025-01-05 00:00:00,2025-01-05 01:00:00,2025-01-06 01:00:00,2,2.50,1000000000000798,MC
13,153,448,2025-05-07 00:00:00,2025-05-07 02:00:00,2025-05-08 02:00:00,3,3.47,1000000000000969,VS
14,153,448,2025-07-11 00:00:00,2025-07-11 03:00:00,2025-07-12 03:00:00,4,4.86,1000000000000722,AX
15,153,448,2025-06-30 00:00:00,2025-06-30 04:00:00,2025-07-01 04:00:00,5,5.07,1000000000000467,MC
16,153,448,2025-07-30 00:00:00,2025-07-30 05:00:00,2025-07-31 05:00:00,1,6.35,1000000000000807,VS
17,153,448,2024-10-05 00:00:00,2024-10-05 00:00:00,2024-10-06 00:00:00,2,7.84,1000000000000308,AX
18,153,448,2025-05-29 00:00:00,2025-05-29 01:00:00,2025-05-30 01:00:00,3,8.14,1000000000001030,MC
19,153,448,2024-08-19 00:00:00,2024-08-19 02:00:00,2024-08-20 02:00:00,4,9.16,1000000000000603,VS
20,153,448,2025-06-03 00:00:00,2025-06-03 03:00:00,2025-06-04 03:00:00,5,10.91,1000000000000867,AX
21,153,448,2025-04-13 00:00:00,2025-04-13 04:00:00,2025-04-14 04:00:00,1,11.64,1000000000000429,MC
22,153,448,2025-03-27 00:00:00,2025-03-27 05:00:00,2025-03-28 05:00:00,2,12.04,1000000000000144,VS
23,153,448,2025-03-09 00:00:00,2025-03-09 00:00:00,2025-03-10 00:00:00,3,13.33,1000000000000939,AX
24,153,448,2025-07-26 00:00:00,2025-07-26 01:00:00,2025-07-27 01:00:00,4,14.67,1000000000000148,MC
25,153,448,2024-12-28 00:00:00,2024-12-28 02:00:00,2024-12-29 02:00:00,5,15.57,1000000000000932,VS
26,153,448,2024-11-03 00:00:00,2024-11-03 03:00:00,2024-11-04 03:00:00,1,1.13,1000000000001052,AX
27,153,448,2025-07-18 00:00:00,2025-07-18 04:00:00,2025-07-19 04:00:00,2,2.20,1000000000000665,MC
28,153,448,2024-10-08 00:00:00,2024-10-08 05:00:00,2024-10-09 05:00:00,3,3.42,1000000000000168,VS
29,153,448,2025-03-07 00:00:00,2025-03-07 00:00:00,2025-03-08 00:00:00,4,4.93,1000000000000723,AX
30,153,448,2025-04-20 00:00:00,2025-04-20 01:00:00,2025-04-21 01:00:00,5,5.25,1000000000000684,MC
31,153,448,2024-09-08 00:00:00,2024-09-08 02:00:00,2024-09-09 02:00:00,1,6.73,1000000000000908,VS
32,153,448,2024-12-09 00:00:00,2024-12-09 03:00:00,2024-12-10 03:00:00,2,7.79,1000000000000377,AX
33,153,448,2024-11-15 00:00:00,2024-11-15 04:00:00,2024-11-16 04:00:00,3,8.02,1000000000000450,MC
34,153,448,2025-06-27 00:00:00,2025-06-27 05:00:00,2025-06-28 05:00:00,4,9.01,1000000000000195,VS
35,153,448,2024-09-14 00:00:00,2024-09-14 00:00:00,2024-09-15 00:00:00,5,10.40,1000000000000491,AX
36,153,448,2025-07-22 00:00:00,2025-07-22 01:00:00,2025-07-23 01:00:00,1,11.37,1000000000000491,MC
37,153,448,2024-09-28 00:00:00,2024-09-28 02:00:00,2024-09-29 02:00:00,2,12.18,1000000000000943,VS
38,153,448,2025-07-30 00:00:00,2025-07-30 03:00:00,2025-07-31 03:00:00,3,13.57,1000000000000979,AX
39,153,448,2024-08-29 00:00:00,2024-08-29 04:00:00,2024-08-30 04:00:00,4,14.97,1000000000000486,MC
40,153,448,2024-12-03 00:00:00,2024-12-03 05:00:00,2024-12-04 05:00:00,5,15.86,1000000000000544,VS
41,153,448,2025-02-03 00:00:00,2025-02-03 00:00:00,2025-02-04 00:00:00,1,1.42,1000000000000733,AX
42,153,448,2024-10-11 00:00:00,2024-10-11 01:00:00,2024-10-12 01:00:00,2,2.68,1000000000000975,MC
43,153,448,2025-06-08 00:00:00,2025-06-08 02:00:00,2025-06-09 02:00:00,3,3.45,1000000000000840,VS
44,153,448,2025-07-29 00:00:00,2025-07-29 03:00:00,2025-07-30 03:00:00,4,4.93,1000000000001171,AX
45,153,448,2025-03-07 00:00:00,2025-03-07 04:00:00,2025-03-08 04:00:00,5,5.49,1000000000000651,MC
46,153,448,2025-03-25 00:00:00,2025-03-25 05:00:00,2025-03-26 05:00:00,1,6.58,1000000000000718,VS
47,153,448,2024-12-21 00:00:00,2024-12-21 00:00:00,2024-12-22 00:00:00,2,7.44,1000000000000673,AX
48,153,448,2025-04-21 00:00:00,2025-04-21 01:00:00,2025-04-22 01:00:00,3,8.17,1000000000001169,MC
49,153,448,2024-09-18 00:00:00,2024-09-18 02:00:00,2024-09-19 02:00:00,4,9.70,1000000000000773,VS
50,153,448,2025-02-23 00:00:00,2025-02-23 03:00:00,2025-02-24 03:00:00,5,10.08,1000000000000539,AX
51,153,448,2025-02-25 00:00:00,2025-02-25 04:00:00,2025-02-26 04:00:00,1,11.28,1000000000001059,MC
52,153,448,2025-02-28 00:00:00,2025-02-28 05:00:00,2025-03-01 05:00:00,2,12.68,1000000000000923,VS
53,153,448,2024-12-21 00:00:00,2024-12-21 00:00:00,2024-12-22 00:00:00,3,13.61,1000000000000832,AX
54,153,448,2025-07-02 00:00:00,2025-07-02 01:00:00,2025-07-03 01:00:00,4,14.84,1000000000001115,MC
55,153,448,2025-08-11 00:00:00,2025-08-11 02:00:00,2025-08-12 02:00:00,5,15.71,1000000000001005,VS
56,153,448,2024-11-03 00:00:00,2024-11-03 03:00:00,2024-11-04 03:00:00,1,1.89,1000000000001222,AX
57,153,448,2024-09-20 00:00:00,2024-09-20 04:00:00,2024-09-21 04:00:00,2,2.02,1000000000000405,MC
58,153,448,2024-08-24 00:00:00,2024-08-24 05:00:00,2024-08-25 05:00:00,3,3.47,1000000000000573,VS
